product_id,sku,name,category,unit_price,cost_price,stock_quantity,avg_rating
2004241a-fb76-48fa-a583-cc0d1406f8eb,SKU-00000040,Keep Product 40,beauty,294.44,222.56,643,3.3
f39bbc36-f039-46b1-8ead-0b5f7d79f286,SKU-00000041,Training Product 41,books,365.52,101.38,256,3.7
a6f2f5f3-c059-4fd6-8503-0f1e5eb2c3de,SKU-00000042,Image Product 42,sports,149.1,38.34,916,4.7
86634bf6-d190-4aa7-9bff-c8f1907825e6,SKU-00000043,Year Product 43,clothing,370.22,148.5,866,4.0
1b5b1a30-8e36-42c0-bb46-f2fdc583e983,SKU-00000044,Law Product 44,clothing,99.73,56.43,91,4.7
97a7d2db-f0b1-42f3-8cff-c209e09e00b0,SKU-00000045,Mr Product 45,sports,175.82,20.72,593,3.5
3dbe487f-fb8c-431e-b9de-9c31b35622b1,SKU-00000046,Recent Product 46,books,374.99,222.13,371,3.8
db49f4be-7523-4da5-8758-8fc5bd4b90e0,SKU-00000047,Movement Product 47,clothing,333.47,218.36,892,4.6
59cb77c0-663b-4d82-84ff-d7847f0098d9,SKU-00000048,Fire Product 48,books,142.56,244.1,819,3.3
69a2d7dc-2da0-47f4-b811-cee6e6c9aab1,SKU-00000049,Word Product 49,clothing,69.85,121.13,98,4.8
89fae385-7e41-4387-a6a0-22154d145268,SKU-00000050,Decision Product 50,home_garden,30.81,77.03,509,3.6
bccae43d-7af9-4517-90d1-7c39805c7646,SKU-00000051,Test Product 51,home_garden,420.58,193.6,564,4.9
ec119f78-79de-4609-9efc-d12557019970,SKU-00000052,Deal Product 52,electronics,46.82,49.22,852,4.7
d352235f-9c64-4f6d-b12c-151f9c94b71d,SKU-00000053,Writer Product 53,electronics,66.27,64.61,591,3.9
34472094-69dd-4ce7-971f-855ed844ef7c,SKU-00000054,Behavior Product 54,clothing,126.48,67.64,823,4.5
55407975-82ae-41ad-bd84-f17386c0c9c6,SKU-00000055,Lead Product 55,home_garden,228.38,238.15,985,4.1
9dfa77cf-03ad-401a-9ad7-2db9c5ac2640,SKU-00000056,Full Product 56,books,397.0,183.81,870,4.7
a054e265-1495-4d82-9129-b1bc799080fd,SKU-00000057,Alone Product 57,electronics,131.27,37.76,506,4.0
891f1bb9-0d44-4ad6-9a27-c44422cc2236,SKU-00000058,Picture Product 58,electronics,276.32,27.75,968,5.0
f18b9233-53fc-4356-bfbd-5c6f8cbff43e,SKU-00000059,Occur Product 59,home_garden,54.28,211.49,342,3.3
0e9d1b1b-b0e9-411a-91b7-feb41d067754,SKU-00000060,Different Product 60,books,237.61,201.56,961,4.4
1a72ca4c-9099-4dd7-a61c-bc7c29c37854,SKU-00000061,Down Product 61,electronics,97.04,169.39,962,3.5
b8b7179e-b1bb-4597-bd80-b9e5658289a2,SKU-00000062,Way Product 62,sports,113.48,53.04,245,3.4
ebe38b8a-d20f-4d28-bcfb-5716e8942a7b,SKU-00000063,No Product 63,books,189.75,122.67,800,3.8
c851c342-3411-4dd6-b6d4-2c82fbd52937,SKU-00000064,Attorney Product 64,sports,383.06,152.67,471,3.7
92038659-7c85-4542-9447-60418daea86b,SKU-00000065,Record Product 65,home_garden,374.55,233.37,278,3.1
6aba5918-4dc7-45aa-b3db-44e246fdfdbb,SKU-00000066,Couple Product 66,home_garden,213.34,46.51,773,3.9
4b6d5cdb-0af6-45b1-8836-76f11f4d0b09,SKU-00000067,Military Product 67,electronics,68.15,131.28,852,4.9
6a9018a7-d1e4-474c-9bd5-9813cab17728,SKU-00000068,Challenge Product 68,clothing,147.54,43.65,509,3.9
8d69767e-4bf1-4ac3-9527-48f94adc8062,SKU-00000069,Story Product 69,beauty,257.62,113.74,430,3.6
470114a8-f869-48c4-bd09-d73cb01d5ed5,SKU-00000070,Finally Product 70,sports,436.01,54.03,441,4.9
c050a205-7599-44e8-ba1a-def0ec493170,SKU-00000071,Police Product 71,sports,484.44,209.87,260,4.0
6a67e3ff-bec0-4f94-b402-cf2a002f7005,SKU-00000072,Skin Product 72,books,322.36,67.41,844,3.6
9d1369f5-d5b9-4c1e-87cd-a7f5254618e0,SKU-00000073,Another Product 73,books,181.84,107.19,743,4.6
e5bf6d11-b78e-45a2-b9f8-7cfe6dc9b10b,SKU-00000074,Box Product 74,home_garden,349.79,104.91,759,3.4
f00f6a75-824a-423c-9d18-1e7960d67074,SKU-00000075,Through Product 75,clothing,174.75,217.24,254,3.5
b9b4bf5f-ace8-405f-9f14-32a76396fcef,SKU-00000076,While Product 76,home_garden,316.48,190.66,460,3.6
dbbdbff4-0cd3-4512-ad8f-fcc49afa13e3,SKU-00000077,Exist Product 77,electronics,129.45,19.11,594,3.8
e847ac75-d728-4023-8c6c-1586b90939e5,SKU-00000078,Arm Product 78,clothing,140.82,21.44,264,4.2
f2794c2f-4c47-4be0-b301-8fbd64008cf8,SKU-00000079,Here Product 79,electronics,46.86,140.04,514,4.0
a20f43d3-b921-40e2-b557-d0cfe81ff7ea,SKU-00000080,Focus Product 80,sports,215.87,109.79,444,4.5
ef1d5110-fa69-4ca3-8e0d-d72bf8698cd5,SKU-00000081,Decision Product 81,home_garden,312.91,72.52,222,4.4
884721a2-f9ca-47a3-8eee-ffffcb99a85d,SKU-00000082,Pick Product 82,books,396.51,199.19,761,3.1
2289c01c-f1cc-49ca-8f68-d31ecaa830af,SKU-00000083,Drug Product 83,home_garden,407.07,36.52,191,3.3
b9781671-5c33-4357-ace9-069380e248ac,SKU-00000084,Far Product 84,beauty,496.3,243.64,557,3.4
1513c143-54f6-492d-82a5-c571ced28b34,SKU-00000085,However Product 85,clothing,53.0,10.91,439,4.2
f912c22e-fd34-440f-b094-c58cdbc2b6c1,SKU-00000086,Pretty Product 86,sports,251.64,33.97,806,4.8
a6de7d82-b9b1-4c1e-8aac-342f5f0f0a6c,SKU-00000087,Nation Product 87,beauty,265.47,81.27,268,3.6
a92ff2cd-4fd8-4bf8-9c20-5d327333109b,SKU-00000088,Plant Product 88,beauty,404.22,129.74,40,4.9
498529e8-45e8-4606-8339-85a3f02a6fc6,SKU-00000089,Near Product 89,home_garden,140.52,57.95,650,3.3
ea1b10b7-7592-498a-9261-5361581a6a0c,SKU-00000090,Evidence Product 90,clothing,43.99,185.37,40,4.8
34e9eb56-4686-4c18-ac15-9a6b6ec992ea,SKU-00000091,Mean Product 91,home_garden,163.74,92.6,330,4.6
9f30610f-1809-44b1-9280-1a116c2f0a7d,SKU-00000092,Realize Product 92,clothing,492.12,14.44,174,3.8
c5c979de-3aea-43a4-a814-7b4e2c7988d0,SKU-00000093,Else Product 93,beauty,450.73,220.04,432,3.4
ccd0bbe2-da6f-4970-b1c9-ea7851ce49dd,SKU-00000094,Myself Product 94,electronics,203.67,236.25,448,3.8
03c07c4b-c464-41bc-9bf5-c5f0d7282f2a,SKU-00000095,Type Product 95,sports,439.37,156.55,802,3.4
7a6661bb-04ee-4092-ad74-4d5bbdd8753f,SKU-00000096,Father Product 96,beauty,26.05,202.6,930,4.1
854858a1-1778-495d-b555-a571e6350752,SKU-00000097,Energy Product 97,home_garden,163.96,34.67,322,4.1
dbf7be9a-0f45-440b-b639-17c22a0eb541,SKU-00000098,Person Product 98,sports,366.14,70.86,899,4.5
47e3643f-e56e-41e1-acd2-6eb91b2e1853,SKU-00000099,Free Product 99,beauty,118.51,84.68,279,4.1
93104797-5b46-4c47-9049-7284be75bc91,SKU-00000100,Team Product 100,clothing,107.21,240.38,93,3.7
73bd41b3-c813-46d9-85d5-e9776a587d8b,SKU-00000101,Difficult Product 101,home_garden,432.29,130.49,863,4.8
0d24a2b5-1a65-462e-9611-6af9c799f729,SKU-00000102,Tough Product 102,beauty,311.82,6.82,880,3.2
047fbf2c-7794-437c-91a6-eba6e37d71aa,SKU-00000103,Message Product 103,clothing,494.62,98.15,339,4.6
371c054d-e355-44ab-a38f-c55c7b54c762,SKU-00000104,Could Product 104,clothing,75.99,6.9,419,3.8
a9774bb7-c9b4-4dfa-a805-0b91043871d9,SKU-00000105,Hold Product 105,clothing,184.5,63.26,204,3.4
7558fb6b-a446-45a3-858b-34b929953ac0,SKU-00000106,Set Product 106,sports,162.49,116.4,567,3.2
23e1f04e-d0c4-46d3-a98d-d19aa8b1c11a,SKU-00000107,Nation Product 107,home_garden,441.26,84.23,742,3.4
c18f168d-f070-42eb-b651-db47b807953b,SKU-00000108,Actually Product 108,clothing,135.1,13.02,259,3.2
7e99dad0-8deb-4790-a22f-738a4f0c3d99,SKU-00000109,Believe Product 109,beauty,183.2,33.5,731,3.9
0b79721c-963d-4c50-bad0-4989433d5321,SKU-00000110,Tell Product 110,clothing,79.99,139.97,679,3.7
d5cdc845-a3d5-44fd-b0fe-eb945a34d642,SKU-00000111,White Product 111,home_garden,389.95,175.42,682,3.7
01fd44b2-3fee-4e88-8aa6-e212d876a384,SKU-00000112,Great Product 112,books,126.47,104.11,825,3.3
e8fa6e5e-b14a-41c3-967a-525007ce5502,SKU-00000113,Spend Product 113,books,43.48,184.21,829,4.3
4caa0b1e-6b63-436e-9f60-3485de91c436,SKU-00000114,Each Product 114,sports,223.2,45.02,390,4.2
846535f5-d59a-450b-af84-b5c806b60ff0,SKU-00000115,Reflect Product 115,clothing,201.81,34.9,648,5.0
bc312fde-3f68-46f0-9f7f-c4390d69adc0,SKU-00000116,Would Product 116,beauty,97.03,210.67,277,3.3
b1e164b9-35ea-4c7f-bb25-c5b855467f46,SKU-00000117,Home Product 117,home_garden,75.46,88.11,771,4.7
f71b8330-9f53-45e0-8233-1f8c06beb3c6,SKU-00000118,Near Product 118,clothing,449.31,110.9,895,3.1
9ea659b1-d055-467b-93ec-348140a6163a,SKU-00000119,Father Product 119,sports,43.24,237.16,931,3.1
94fd1206-0407-4f35-98f0-9e26b557fc9c,SKU-00000120,Own Product 120,electronics,58.66,108.91,480,4.3
d9a3cec5-f2a5-4e1a-9eb8-dc46c7d545d6,SKU-00000121,Job Product 121,books,130.07,5.86,965,3.8
bee3b4c0-3df0-41d2-bf82-bd1bfe70fe8f,SKU-00000122,Claim Product 122,beauty,476.89,234.8,450,3.5
b17c8332-41ef-4825-b15d-4209920f05fd,SKU-00000123,Tree Product 123,books,51.84,8.46,290,3.0
5cbb29d5-9461-4d41-b6ee-dc63867dcdfc,SKU-00000124,Affect Product 124,clothing,409.85,167.26,800,4.3
75f19391-7b1d-4c2d-b890-b076b5d180da,SKU-00000125,Also Product 125,clothing,447.11,84.11,646,3.9
176d7a53-ce0d-4965-97d4-7334a0cf941d,SKU-00000126,Democratic Product 126,electronics,195.16,120.25,104,3.3
0ba4c0f5-6e2c-46ce-960d-9084f40a809a,SKU-00000127,Court Product 127,home_garden,154.01,139.08,738,4.9
efda0772-b9f4-4dc4-92f5-c1b6dc266ef9,SKU-00000128,Though Product 128,electronics,341.92,105.07,950,3.7
0f42fdb1-89ca-44d1-9fe8-48cca4aea3ee,SKU-00000129,Down Product 129,home_garden,354.29,194.72,376,3.6
35f7bd0e-e567-40ed-88ee-50e05538589a,SKU-00000130,Also Product 130,clothing,392.19,233.02,942,4.0
00a57c3c-dfab-424b-a49c-7944c9de2617,SKU-00000131,Commercial Product 131,electronics,416.98,26.17,189,3.6
5fecd0de-9928-428f-bdcb-1d29094d2d69,SKU-00000132,Activity Product 132,books,141.51,201.06,194,3.5
2c7968fd-f4d1-4555-8c31-c3431581644e,SKU-00000133,Brother Product 133,books,346.61,36.52,575,4.9
aadffcf7-20dd-490f-834b-6fa717a0d8b8,SKU-00000134,While Product 134,clothing,76.1,24.67,376,3.5
2ffdba32-ec14-4c29-ab0b-19338a4be0f1,SKU-00000135,Service Product 135,electronics,260.26,239.18,682,4.2
a86c78fd-48f8-4f7e-ab1e-e59f1f914502,SKU-00000136,Political Product 136,clothing,310.31,124.88,17,3.1
25ef6e5e-a9b0-43cb-b593-ec90de5dff8f,SKU-00000137,Central Product 137,books,89.25,42.39,258,3.3
9e11eaf1-69ae-4cf5-a43d-5306420913c9,SKU-00000138,Hundred Product 138,books,47.49,144.64,826,3.0
77105c53-b7ae-4801-ab1d-1b7da2556409,SKU-00000139,Realize Product 139,clothing,105.43,69.49,371,4.1
0459439b-ac92-433d-bcf4-5b389124dfd2,SKU-00000140,North Product 140,clothing,216.09,118.76,701,4.0
96093565-40e7-4973-8f8c-8db316851f56,SKU-00000141,West Product 141,sports,445.04,158.04,806,3.7
6de9869e-f524-4966-993c-7b23592925ad,SKU-00000142,Training Product 142,electronics,270.64,217.97,986,4.4
0811e5be-af81-4a60-99a2-8b0ff81948e7,SKU-00000143,Inside Product 143,sports,376.76,5.75,831,4.3
9bd2a130-55e1-4ce4-a09c-794308e2c473,SKU-00000144,As Product 144,clothing,95.33,57.46,968,4.2
caba2c92-23d3-4e95-a117-fdee1294e409,SKU-00000145,Through Product 145,beauty,61.93,28.59,764,3.7
bc08396c-49e8-4ae8-89be-394cf4818f57,SKU-00000146,Bring Product 146,books,127.41,28.79,592,3.7
979198de-d759-4aa8-9a21-c3c68ff92e97,SKU-00000147,Military Product 147,home_garden,163.8,236.72,59,4.7
ce818cce-1463-482f-972d-d90cf4e8f442,SKU-00000148,Drop Product 148,electronics,278.57,234.34,104,4.1
b7248907-cd97-40b3-9b83-484cb1a6aee2,SKU-00000149,Movement Product 149,electronics,441.81,188.58,425,3.5
6e6d3154-a1eb-4a09-919c-4bd8b101684c,SKU-00000150,Hear Product 150,books,218.79,162.55,876,4.1
e3497e06-3b29-4df5-a040-829e7d720d43,SKU-00000151,Game Product 151,home_garden,264.21,212.75,260,3.5
0d994500-5484-4df3-b3d3-0f9ce5f1875a,SKU-00000152,Road Product 152,sports,12.26,19.31,766,3.4
a23f11e0-383e-4586-a134-cbeff1d6bf8d,SKU-00000153,Himself Product 153,home_garden,26.32,34.27,45,3.6
5e5ff898-d70f-4b43-938c-0a98c1cb86d8,SKU-00000154,Himself Product 154,beauty,51.05,82.69,643,4.3
56433096-c201-487c-b466-1e9e1f435e59,SKU-00000155,Health Product 155,clothing,352.51,208.96,525,4.0
405df56a-38ac-4474-80d8-78b2e594434c,SKU-00000156,Appear Product 156,home_garden,248.23,120.7,476,3.3
3d2351b2-e0b4-4995-8c58-6771e4cce934,SKU-00000157,Hair Product 157,home_garden,104.55,128.38,266,4.8
3db3d1f8-69aa-4b7e-924c-0acb28ca4f84,SKU-00000158,Beyond Product 158,clothing,300.37,61.17,955,4.0
e957617e-0ca6-47b2-b0e4-6d9a42a0d4fe,SKU-00000159,Process Product 159,books,276.86,163.85,533,4.6
e1c0b513-d9ae-4f7b-9120-38583557e0f2,SKU-00000160,Of Product 160,electronics,53.51,222.52,105,3.7
1e5cb14c-ac00-4434-8f2d-79fd72d4838f,SKU-00000161,Best Product 161,books,323.8,85.73,516,4.9
76a13906-b3e4-44ee-a483-1830dfa6ed8b,SKU-00000162,That Product 162,beauty,385.91,156.7,692,4.5
5d76034b-eb21-4140-afb5-ceb8a25507f1,SKU-00000163,Score Product 163,books,150.41,86.33,395,3.9
513ef0bf-3c62-45a2-90f0-47a7e6aa7508,SKU-00000164,Work Product 164,home_garden,346.87,199.22,148,4.8
3badaa84-b658-461d-b779-e5f98dba7962,SKU-00000165,Way Product 165,home_garden,107.86,121.37,846,4.4
71f090fb-7bcb-4704-a517-53e7e5079199,SKU-00000166,Man Product 166,electronics,380.8,88.17,279,3.9
e6a3f7b4-deac-46c8-824f-a2793069b57a,SKU-00000167,Thus Product 167,beauty,456.77,107.91,524,4.9
a104dfea-f346-47aa-8808-43a32e464632,SKU-00000168,Require Product 168,clothing,226.51,27.35,863,3.6
c79c4a51-742a-4bc2-92fe-dcea86af54eb,SKU-00000169,Wish Product 169,clothing,129.86,217.2,25,3.5
2ed8901d-1b7e-4b2c-8a27-437504a60258,SKU-00000170,However Product 170,sports,205.6,239.73,551,4.8
7c57da75-b953-4c7c-8a2e-160323763458,SKU-00000171,Would Product 171,beauty,132.54,121.97,281,4.4
3af357e7-4a01-4f63-9074-31bd584d9b71,SKU-00000172,Truth Product 172,beauty,10.61,59.23,483,3.7
19867e7c-b050-4005-a130-619063282d73,SKU-00000173,Benefit Product 173,home_garden,328.72,167.84,940,3.5
99b64f69-2a07-4ae0-8322-230d27690c1b,SKU-00000174,Fish Product 174,sports,30.84,115.83,797,3.4
31072a2e-176a-4e13-85a7-d85a9f816a4f,SKU-00000175,Collection Product 175,clothing,113.09,66.81,63,3.6
7847db8f-99a8-4456-b841-15caf7a05052,SKU-00000176,Imagine Product 176,beauty,364.0,14.42,110,3.3
ebecee4f-9579-4f53-a401-cc9b3c63cbb3,SKU-00000177,Strong Product 177,beauty,336.21,222.98,840,3.3
5eacbcf6-7f96-4aa3-9efb-9e12dfe6429f,SKU-00000178,Kind Product 178,electronics,45.93,200.2,87,4.6
83a80b32-55c4-4a77-9d1a-ddd01dd9bc04,SKU-00000179,Certainly Product 179,clothing,333.43,208.11,635,3.1
4bd386a2-1438-4249-aec6-f5a8a060ca74,SKU-00000180,Find Product 180,electronics,465.98,112.76,421,3.9
4d037f09-d752-445e-bc27-1d2cbdea17fa,SKU-00000181,Follow Product 181,sports,46.51,189.55,657,3.8
0094df74-2de2-4d68-9788-3cadac9f9392,SKU-00000182,Dream Product 182,beauty,213.69,147.4,904,4.9
51ff438d-61b1-47a3-b0f1-8fdda47ac91c,SKU-00000183,Its Product 183,sports,367.42,96.82,725,3.9
17d8bf93-099d-4de3-a34a-09852dc56d45,SKU-00000184,Miss Product 184,books,337.18,211.47,439,3.3
58bce42b-226a-434b-8007-b34f279169a7,SKU-00000185,Me Product 185,electronics,120.99,249.7,127,3.2
1ce7a969-d0fa-47ee-8c35-51f0f3d6eceb,SKU-00000186,Sound Product 186,clothing,89.9,225.32,293,4.5
917522a2-9de4-496e-8119-f66b649d9d83,SKU-00000187,Seat Product 187,beauty,394.28,195.17,148,3.3
98e2dc50-6268-4546-8ba9-098979451e0e,SKU-00000188,About Product 188,books,478.56,188.14,326,4.9
d676fc3a-76f5-416f-ba8d-9b7ec124c25b,SKU-00000189,Their Product 189,books,386.12,164.31,139,4.1
b2071511-d790-4e79-82d2-d47d3918bf6b,SKU-00000190,Even Product 190,clothing,481.97,214.14,803,3.8
3f3e98b0-5537-4484-898b-d3967076499f,SKU-00000191,Professional Product 191,sports,306.45,125.8,121,4.4
61dac9bd-9356-42b0-a29e-eb52f74b974b,SKU-00000192,Speak Product 192,books,465.26,49.52,522,3.4
7e2d2333-d0c7-46ab-a50a-ed4ae5d56fdc,SKU-00000193,Say Product 193,home_garden,348.31,193.17,383,3.8
b371ebb0-7b68-403b-88c3-9466b4edec98,SKU-00000194,Behind Product 194,clothing,455.35,230.28,962,3.1
b81f2e8b-8176-4f75-bd03-9c85ea02ad81,SKU-00000195,Before Product 195,books,89.18,88.63,282,4.8
788a8dff-81c3-413e-86e5-ea54a52ee63d,SKU-00000196,Admit Product 196,clothing,409.63,196.83,763,3.9
6470c0ab-ce00-411d-b2ce-a2f4d640a21b,SKU-00000197,More Product 197,clothing,106.41,72.06,446,4.5
31d93002-983a-4af4-9ce2-fa3ff714c8d1,SKU-00000198,Amount Product 198,beauty,23.44,235.94,966,4.8
23766b78-4b4e-4e00-bd79-d96dc31682d4,SKU-00000199,Argue Product 199,sports,263.62,172.45,193,4.3
eb836acd-bfd5-4d1e-9301-150027a62572,SKU-00000200,Program Product 200,sports,165.94,144.47,841,3.8
2218f731-1cb5-4f85-a3fc-f387d75d5c64,SKU-00000201,Very Product 201,beauty,31.33,196.07,706,4.2
c002101c-0b64-49a7-b99a-358959f83581,SKU-00000202,Could Product 202,clothing,490.35,204.24,592,3.7
9279f74b-2f8c-4343-b9fc-acd6c19b1a13,SKU-00000203,Quickly Product 203,clothing,336.57,223.63,618,4.1
2fe33b83-f81f-480d-8c66-e943a40e760c,SKU-00000204,Trial Product 204,home_garden,451.89,225.77,832,3.9
b1dba8fc-b048-46c5-8d7e-f38999a50d5e,SKU-00000205,Increase Product 205,books,499.55,17.91,929,3.3
cd67779c-8bc2-4319-95fd-45667126cf80,SKU-00000206,Walk Product 206,clothing,202.06,35.11,972,4.6
5f4b3214-6c9f-4fa6-905d-1779a32c304d,SKU-00000207,Fact Product 207,books,134.82,207.38,205,4.0
e6c5b167-de15-4f26-a29f-8a370bf38bc1,SKU-00000208,Prepare Product 208,electronics,100.1,236.78,720,3.4
262c1433-5269-4c78-b0e1-c97c9594cdf3,SKU-00000209,Board Product 209,books,262.44,80.38,638,4.8
6e1e5083-8354-4328-b3bf-a5a3b30ec54e,SKU-00000210,Degree Product 210,clothing,306.98,7.11,545,4.7
afe828ff-cb2c-4fe3-a74d-4bada077a8bd,SKU-00000211,Within Product 211,home_garden,241.49,84.06,63,4.1
0a0c2f0f-bc79-487e-8e85-68cba91df422,SKU-00000212,Fund Product 212,electronics,199.75,98.8,16,4.9
dea447de-1a3b-44f6-a35a-7793cacf57ac,SKU-00000213,Realize Product 213,home_garden,92.45,191.45,434,4.9
6fa3bb38-f2c2-4103-9f8c-2ee55db4df54,SKU-00000214,Perform Product 214,books,226.51,16.66,760,4.8
1e8ce20f-2989-4c2f-8f31-38d1e2ae3879,SKU-00000215,Me Product 215,home_garden,51.77,57.1,104,3.3
2e7be9ce-5a2a-4f0f-925f-e03a7d48d507,SKU-00000216,Evening Product 216,books,433.87,224.02,439,3.6
0a7a364e-8ab7-4762-af47-e052442e0817,SKU-00000217,Through Product 217,sports,32.98,42.93,856,3.8
d1492c4c-be8e-4ba6-be6a-cf5dd0f8de0e,SKU-00000218,Never Product 218,books,196.52,191.02,619,4.7
f4a2a297-119e-4173-bdfa-305337ce50c7,SKU-00000219,Person Product 219,beauty,59.07,93.52,733,4.7
86f187bb-ebcc-4ab0-be0d-7dd5f58154c8,SKU-00000220,Her Product 220,home_garden,389.74,167.35,687,4.5
2df78e6e-dfd4-44e3-96ae-e41101616a54,SKU-00000221,Yet Product 221,clothing,163.24,23.09,227,3.9
c11969e7-8d00-4137-8ffd-3c63bacf3181,SKU-00000222,Interview Product 222,sports,65.42,75.21,701,3.3
5a33f669-ffa7-4166-9782-c7feea9bc48b,SKU-00000223,Exactly Product 223,electronics,270.43,109.07,951,3.1
30250e48-bf99-4365-9291-865b06e13c19,SKU-00000224,Challenge Product 224,books,458.98,215.02,394,4.4
356645e4-4dea-4f74-9d99-a8b7ee51e04f,SKU-00000225,Hot Product 225,beauty,455.24,143.06,212,5.0
26beea40-c234-4689-ab93-cd82ba28c3c0,SKU-00000226,Citizen Product 226,sports,132.33,16.08,915,3.7
2ab00106-5e3f-44de-9186-40b7727ff07a,SKU-00000227,Million Product 227,home_garden,362.63,201.46,732,4.1
ae0293cc-a514-4d8c-9e88-798b3f7f7903,SKU-00000228,Ground Product 228,sports,24.84,18.36,835,4.6
39c96e9d-02bc-4e3c-9c64-ba6864b18460,SKU-00000229,Size Product 229,clothing,74.61,233.92,673,3.4
